date,campaign_id,revenue,orders
2025-07-05,C023,8453.59,2
2025-07-05,C024,5262.240000000001,1
2025-07-05,C025,0.0,0
2025-07-05,C026,0.0,0
2025-07-05,C027,10218.59,2
2025-07-05,C028,11960.94,1
2025-07-05,C029,0.0,0
2025-07-05,C030,0.0,0
2025-07-05,C031,0.0,0
2025-07-05,C032,0.0,0
2025-07-05,C033,8099.500000000001,1
2025-07-05,C034,0.0,0
2025-07-05,C035,12931.9,1
2025-07-05,C036,6196.29,1
2025-07-05,C037,6111.6900000000005,1
2025-07-05,C038,30259.39,4
2025-07-05,C039,1283.21,1
2025-07-05,C040,2661.81,2
2025-07-06,C001,41203.61,5
2025-07-06,C002,3353.42,1
2025-07-06,C003,20123.739999999998,4
2025-07-06,C004,6791.52,1
2025-07-06,C005,17808.17,2
2025-07-06,C006,17990.49,2
2025-07-06,C007,54503.219999999994,5
2025-07-06,C008,21029.41,3
2025-07-06,C009,0.0,0
2025-07-06,C010,23749.53,5
2025-07-06,C011,1321.4,1
2025-07-06,C012,0.0,0
2025-07-06,C013,2165.2,1
2025-07-06,C014,16799.1,2
2025-07-06,C015,7199.74,1
2025-07-06,C016,7611.29,1
2025-07-06,C017,25229.84,4
2025-07-06,C018,14912.48,3
2025-07-06,C019,0.0,0
2025-07-06,C020,20518.879999999997,3
2025-07-06,C021,0.0,0
2025-07-06,C022,19265.46,3
2025-07-06,C023,15783.9,1
2025-07-06,C024,22310.600000000002,2
2025-07-06,C025,0.0,0
2025-07-06,C026,0.0,0
2025-07-06,C027,3839.1000000000004,1
2025-07-06,C028,0.0,0
2025-07-06,C029,0.0,0
2025-07-06,C030,14521.13,2
2025-07-06,C031,0.0,0
2025-07-06,C032,0.0,0
2025-07-06,C033,0.0,0
2025-07-06,C034,0.0,0
2025-07-06,C035,20495.46,3
2025-07-06,C036,1788.25,1
2025-07-06,C037,0.0,0
2025-07-06,C038,0.0,0
2025-07-06,C039,0.0,0
2025-07-06,C040,0.0,0
2025-07-07,C001,32134.27,4
2025-07-07,C002,30637.65,4
2025-07-07,C003,41590.97,5
2025-07-07,C004,40022.17,8
2025-07-07,C005,21031.79,3
2025-07-07,C006,61532.74,9
2025-07-07,C007,23039.69,3
2025-07-07,C008,21788.129999999997,2
2025-07-07,C009,10449.77,2
2025-07-07,C010,0.0,0
2025-07-07,C011,0.0,0
2025-07-07,C012,43172.5,5
2025-07-07,C013,11754.78,1
2025-07-07,C014,15110.14,2
2025-07-07,C015,32951.92,3
2025-07-07,C016,9300.82,2
2025-07-07,C017,18789.25,3
2025-07-07,C018,0.0,0
2025-07-07,C019,24882.79,4
2025-07-07,C020,5031.26,2
2025-07-07,C021,0.0,0
2025-07-07,C022,13699.97,2
2025-07-07,C023,4789.98,1
2025-07-07,C024,22924.1,4
2025-07-07,C025,7411.32,1
2025-07-07,C026,0.0,0
2025-07-07,C027,13673.93,1
2025-07-07,C028,12726.18,1
2025-07-07,C029,7741.28,2
2025-07-07,C030,11333.64,1
2025-07-07,C031,8143.5599999999995,2
2025-07-07,C032,0.0,0
2025-07-07,C033,0.0,0
2025-07-07,C034,0.0,0
2025-07-07,C035,0.0,0
2025-07-07,C036,0.0,0
2025-07-07,C037,12041.41,1
2025-07-07,C038,0.0,0
2025-07-07,C039,0.0,0
2025-07-07,C040,18996.77,2
2025-07-08,C001,24760.3,2
2025-07-08,C002,64336.020000000004,8
2025-07-08,C003,31654.08,7
2025-07-08,C004,42343.06,6
2025-07-08,C005,15910.34,1
2025-07-08,C006,38936.41,5
2025-07-08,C007,49612.97,6
2025-07-08,C008,21419.6,4
2025-07-08,C009,16636.54,2
2025-07-08,C010,0.0,0
2025-07-08,C011,1138.43,1
2025-07-08,C012,0.0,0
2025-07-08,C013,10233.470000000001,4
2025-07-08,C014,18314.22,2
2025-07-08,C015,0.0,0
2025-07-08,C016,18785.58,3
2025-07-08,C017,11656.130000000001,1
2025-07-08,C018,17312.5,1
2025-07-08,C019,0.0,0
2025-07-08,C020,0.0,0
2025-07-08,C021,11834.52,3
2025-07-08,C022,14163.58,2
2025-07-08,C023,26650.51,4
2025-07-08,C024,0.0,0
2025-07-08,C025,13837.32,1
2025-07-08,C026,0.0,0
2025-07-08,C027,0.0,0
2025-07-08,C028,0.0,0
2025-07-08,C029,12973.76,3
2025-07-08,C030,750.9,1
2025-07-08,C031,0.0,0
2025-07-08,C032,0.0,0
2025-07-08,C033,0.0,0
2025-07-08,C034,9050.32,1
2025-07-08,C035,0.0,0
2025-07-08,C036,10406.52,1
2025-07-08,C037,0.0,0
2025-07-08,C038,28647.71,4
2025-07-08,C039,0.0,0
2025-07-08,C040,8163.85,1
2025-07-09,C001,17129.94,3
2025-07-09,C002,48298.05,4
2025-07-09,C003,26118.84,2
2025-07-09,C004,7156.58,1
2025-07-09,C005,13242.45,3
2025-07-09,C006,0.0,0
2025-07-09,C007,39089.12,6
2025-07-09,C008,4888.4400000000005,2
2025-07-09,C009,15381.609999999999,4
2025-07-09,C010,0.0,0
2025-07-09,C011,0.0,0
2025-07-09,C012,7008.37,1
2025-07-09,C013,17934.39,3
2025-07-09,C014,7663.48,2
2025-07-09,C015,4850.82,2
2025-07-09,C016,0.0,0
2025-07-09,C017,19552.699999999997,2
2025-07-09,C018,8992.92,2
2025-07-09,C019,0.0,0
2025-07-09,C020,0.0,0
2025-07-09,C021,2266.9,1
2025-07-09,C022,26549.589999999997,2
2025-07-09,C023,1265.04,1
2025-07-09,C024,7549.84,2
2025-07-09,C025,4475.01,1
2025-07-09,C026,0.0,0
2025-07-09,C027,0.0,0
2025-07-09,C028,0.0,0
2025-07-09,C029,5776.0,2
2025-07-09,C030,0.0,0
2025-07-09,C031,10375.22,2
2025-07-09,C032,13462.26,1
2025-07-09,C033,23784.41,2
2025-07-09,C034,0.0,0
2025-07-09,C035,0.0,0
2025-07-09,C036,0.0,0
2025-07-09,C037,0.0,0
2025-07-09,C038,10147.23,3
2025-07-09,C039,0.0,0
2025-07-09,C040,3371.88,1
2025-07-10,C001,29903.8,5
2025-07-10,C002,21762.32,4
2025-07-10,C003,46835.57,7
2025-07-10,C004,19146.16,3
2025-07-10,C005,26548.890000000003,4
2025-07-10,C006,38533.020000000004,4
2025-07-10,C007,38031.16,5
2025-07-10,C008,18321.24,4
2025-07-10,C009,0.0,0
2025-07-10,C010,8601.66,1
2025-07-10,C011,0.0,0
2025-07-10,C012,0.0,0
2025-07-10,C013,34516.04,6
2025-07-10,C014,7841.28,1
2025-07-10,C015,6227.51,2
2025-07-10,C016,0.0,0
2025-07-10,C017,12292.47,1
2025-07-10,C018,0.0,0
2025-07-10,C019,17482.68,2
2025-07-10,C020,7474.530000000001,1
2025-07-10,C021,0.0,0
2025-07-10,C022,7181.67,1
2025-07-10,C023,12535.11,1
2025-07-10,C024,9498.44,2
2025-07-10,C025,20157.18,1
2025-07-10,C026,0.0,0
2025-07-10,C027,0.0,0
2025-07-10,C028,0.0,0
2025-07-10,C029,0.0,0
2025-07-10,C030,5478.43,1
2025-07-10,C031,14089.41,2
2025-07-10,C032,0.0,0
2025-07-10,C033,0.0,0
2025-07-10,C034,0.0,0
2025-07-10,C035,1922.44,1
2025-07-10,C036,15607.5,1
2025-07-10,C037,21666.23,4
2025-07-10,C038,22805.99,2
2025-07-10,C039,0.0,0
2025-07-10,C040,14242.599999999999,3
2025-07-11,C001,12328.94,2
2025-07-11,C002,11724.55,2
2025-07-11,C003,17315.92,3
2025-07-11,C004,34804.88,4
2025-07-11,C005,21432.84,6
2025-07-11,C006,22003.97,3
2025-07-11,C007,31780.8,3
2025-07-11,C008,39938.45,4
2025-07-11,C009,17888.510000000002,3
2025-07-11,C010,0.0,0
2025-07-11,C011,6081.47,2
2025-07-11,C012,21911.68,1
2025-07-11,C013,33422.54,6
2025-07-11,C014,9698.16,1
2025-07-11,C015,8404.01,1
2025-07-11,C016,3430.56,1
2025-07-11,C017,14460.470000000001,3
2025-07-11,C018,0.0,0
2025-07-11,C019,28491.77,2
2025-07-11,C020,977.31,1
2025-07-11,C021,0.0,0
2025-07-11,C022,8959.46,1
2025-07-11,C023,0.0,0
2025-07-11,C024,19017.46,2
2025-07-11,C025,0.0,0
2025-07-11,C026,0.0,0
2025-07-11,C027,0.0,0
2025-07-11,C028,0.0,0
2025-07-11,C029,5143.79,1
2025-07-11,C030,0.0,0
2025-07-11,C031,7493.36,1
2025-07-11,C032,0.0,0
2025-07-11,C033,6831.06,2
2025-07-11,C034,16252.2,3
2025-07-11,C035,6756.41,1
2025-07-11,C036,8826.04,1
2025-07-11,C037,22131.04,2
2025-07-11,C038,6438.36,1
2025-07-11,C039,0.0,0
2025-07-11,C040,6213.719999999999,1
2025-07-12,C001,7581.37,1
2025-07-12,C002,20222.94,1
2025-07-12,C003,6993.73,2
2025-07-12,C004,21623.809999999998,4
2025-07-12,C005,18930.68,4
2025-07-12,C006,38672.48,4
2025-07-12,C007,47946.42,5
2025-07-12,C008,29245.34,4
2025-07-12,C009,3376.74,1
2025-07-12,C010,0.0,0
2025-07-12,C011,10737.789999999999,2
2025-07-12,C012,8852.03,2
2025-07-12,C013,10695.0,1
2025-07-12,C014,3303.35,1
2025-07-12,C015,8517.19,1
2025-07-12,C016,16588.96,3
2025-07-12,C017,12717.949999999999,1
2025-07-12,C018,42130.61,5
2025-07-12,C019,40936.26,4
2025-07-12,C020,22337.22,3
2025-07-12,C021,5259.67,2
2025-07-12,C022,27836.65,2
2025-07-12,C023,0.0,0
2025-07-12,C024,0.0,0
2025-07-12,C025,14670.61,2
2025-07-12,C026,8705.02,1
2025-07-12,C027,0.0,0
2025-07-12,C028,0.0,0
2025-07-12,C029,0.0,0
2025-07-12,C030,15011.49,2
2025-07-12,C031,0.0,0
2025-07-12,C032,6259.38,1
2025-07-12,C033,0.0,0
2025-07-12,C034,0.0,0
2025-07-12,C035,11070.91,2
2025-07-12,C036,0.0,0
2025-07-12,C037,0.0,0
2025-07-12,C038,15247.15,3
2025-07-12,C039,9590.7,3
2025-07-12,C040,0.0,0
2025-07-13,C001,17983.47,5
2025-07-13,C002,41471.46,4
2025-07-13,C003,27749.8,5
2025-07-13,C004,32704.87,7
2025-07-13,C005,11896.74,3
2025-07-13,C006,47181.18,7
2025-07-13,C007,18139.239999999998,3
2025-07-13,C008,28791.510000000002,5
2025-07-13,C009,24066.57,3
2025-07-13,C010,32723.14,6
2025-07-13,C011,5391.300000000001,3
2025-07-13,C012,45975.08,6
2025-07-13,C013,7004.370000000001,1
2025-07-13,C014,21760.3,4
2025-07-13,C015,14723.699999999999,3
2025-07-13,C016,27424.21,3
2025-07-13,C017,15494.27,3
2025-07-13,C018,36591.01,6
2025-07-13,C019,18288.02,3
2025-07-13,C020,26952.45,2
2025-07-13,C021,81480.28,8
2025-07-13,C022,23483.95,3
2025-07-13,C023,9097.43,1
2025-07-13,C024,13729.08,2
2025-07-13,C025,9433.74,2
2025-07-13,C026,8122.33,2
2025-07-13,C027,1216.6,1
2025-07-13,C028,0.0,0
2025-07-13,C029,0.0,0
2025-07-13,C030,12361.289999999999,2
2025-07-13,C031,7274.91,1
2025-07-13,C032,31009.97,3
2025-07-13,C033,0.0,0
2025-07-13,C034,17125.9,3
2025-07-13,C035,9361.68,1
2025-07-13,C036,30292.66,3
2025-07-13,C037,5673.61,1
2025-07-13,C038,25683.66,4
2025-07-13,C039,0.0,0
2025-07-13,C040,12330.69,3
2025-07-14,C001,53948.46,5
2025-07-14,C002,7635.1,2
2025-07-14,C003,2120.14,1
2025-07-14,C004,41472.1,7
2025-07-14,C005,12155.75,2
2025-07-14,C006,41439.61,4
2025-07-14,C007,43788.06,4
2025-07-14,C008,38091.41,6
2025-07-14,C009,19264.7,3
2025-07-14,C010,2791.33,1
2025-07-14,C011,5007.51,2
2025-07-14,C012,8324.13,2
2025-07-14,C013,7103.65,2
2025-07-14,C014,1865.22,1
2025-07-14,C015,8574.41,2
2025-07-14,C016,23395.43,2
2025-07-14,C017,3250.42,1
2025-07-14,C018,10325.65,1
2025-07-14,C019,0.0,0
2025-07-14,C020,6519.63,1
2025-07-14,C021,42131.060000000005,5
2025-07-14,C022,0.0,0
2025-07-14,C023,9252.83,1
2025-07-14,C024,25221.77,3
2025-07-14,C025,0.0,0
2025-07-14,C026,0.0,0
2025-07-14,C027,17068.55,2
2025-07-14,C028,0.0,0
2025-07-14,C029,0.0,0
2025-07-14,C030,5502.82,1
2025-07-14,C031,4471.82,1
2025-07-14,C032,0.0,0
2025-07-14,C033,7226.469999999999,1
2025-07-14,C034,0.0,0
2025-07-14,C035,0.0,0
2025-07-14,C036,22043.97,2
2025-07-14,C037,0.0,0
2025-07-14,C038,7672.04,1
2025-07-14,C039,50149.38,5
2025-07-14,C040,0.0,0
2025-07-15,C001,17450.96,3
2025-07-15,C002,32988.6,7
2025-07-15,C003,4246.54,1
2025-07-15,C004,56781.99,6
2025-07-15,C005,25975.54,4
2025-07-15,C006,46319.69,7
2025-07-15,C007,28125.329999999998,6
2025-07-15,C008,41189.42,5
2025-07-15,C009,14078.84,2
2025-07-15,C010,14224.240000000002,2
2025-07-15,C011,4435.58,1
2025-07-15,C012,898.3,1
2025-07-15,C013,13162.57,2
2025-07-15,C014,5670.99,2
2025-07-15,C015,1092.14,1
2025-07-15,C016,9141.119999999999,2
2025-07-15,C017,3768.56,1
2025-07-15,C018,2179.42,1
2025-07-15,C019,7496.79,1
2025-07-15,C020,20886.96,3
2025-07-15,C021,0.0,0
2025-07-15,C022,5405.91,2
2025-07-15,C023,10157.849999999999,1
2025-07-15,C024,0.0,0
2025-07-15,C025,0.0,0
2025-07-15,C026,10914.6,1
2025-07-15,C027,4894.22,1
2025-07-15,C028,7521.54,1
2025-07-15,C029,6445.09,2
2025-07-15,C030,4113.31,1
2025-07-15,C031,0.0,0
2025-07-15,C032,11385.68,2
2025-07-15,C033,0.0,0
2025-07-15,C034,11185.69,2
2025-07-15,C035,6395.58,2
2025-07-15,C036,0.0,0
2025-07-15,C037,16007.320000000002,2
2025-07-15,C038,7645.74,1
2025-07-15,C039,0.0,0
2025-07-15,C040,9083.57,1
2025-07-16,C001,2743.37,1
2025-07-16,C002,31890.27,4
2025-07-16,C003,66836.06,7
2025-07-16,C004,0.0,0
2025-07-16,C005,13780.16,4
2025-07-16,C006,0.0,0
2025-07-16,C007,17030.32,4
2025-07-16,C008,11074.98,1
2025-07-16,C009,14212.45,2
2025-07-16,C010,5050.27,2
2025-07-16,C011,2534.18,1
2025-07-16,C012,0.0,0
2025-07-16,C013,0.0,0
2025-07-16,C014,14490.01,2
2025-07-16,C015,0.0,0
2025-07-16,C016,11397.920000000002,1
2025-07-16,C017,7677.37,1
2025-07-16,C018,16578.36,2
2025-07-16,C019,0.0,0
2025-07-16,C020,12156.64,2
2025-07-16,C021,13491.37,2
2025-07-16,C022,8600.89,1
2025-07-16,C023,14142.25,1
2025-07-16,C024,0.0,0
2025-07-16,C025,18067.65,2
2025-07-16,C026,0.0,0
2025-07-16,C027,7874.87,1
2025-07-16,C028,0.0,0
2025-07-16,C029,0.0,0
2025-07-16,C030,0.0,0
2025-07-16,C031,0.0,0
2025-07-16,C032,0.0,0
2025-07-16,C033,2686.24,1
2025-07-16,C034,0.0,0
2025-07-16,C035,0.0,0
2025-07-16,C036,0.0,0
2025-07-16,C037,6802.7699999999995,1
2025-07-16,C038,0.0,0
2025-07-16,C039,17152.11,3
2025-07-17,C001,4099.38,1
2025-07-17,C002,29792.32,4
2025-07-17,C003,31445.25,6
2025-07-17,C004,52311.130000000005,6
2025-07-17,C005,33558.41,5
2025-07-17,C006,57003.299999999996,10
2025-07-17,C007,22208.17,4
2025-07-17,C008,12079.19,3
2025-07-17,C009,14170.439999999999,3
2025-07-17,C010,3926.8900000000003,2
2025-07-17,C011,27211.149999999998,4
2025-07-17,C012,0.0,0
2025-07-17,C013,25762.22,5
2025-07-17,C014,14818.7,5
2025-07-17,C015,2844.27,1
2025-07-17,C016,0.0,0
2025-07-17,C017,0.0,0
2025-07-17,C018,5274.9400000000005,2
2025-07-17,C019,3514.17,2
2025-07-17,C020,0.0,0
2025-07-17,C021,0.0,0
2025-07-17,C022,9591.41,1
2025-07-17,C023,1270.18,1
2025-07-17,C024,4089.8199999999997,1
2025-07-17,C025,6496.349999999999,1
2025-07-17,C026,8980.95,1
2025-07-17,C027,16994.9,1
2025-07-17,C028,6568.089999999999,1
2025-07-17,C029,0.0,0
2025-07-17,C030,0.0,0
2025-07-17,C031,0.0,0
2025-07-17,C032,0.0,0
2025-07-17,C033,9487.63,2
2025-07-17,C034,4140.16,1
2025-07-17,C035,24924.4,4
2025-07-17,C036,12553.37,2
2025-07-17,C037,4786.73,1
2025-07-17,C038,0.0,0
2025-07-17,C039,0.0,0
2025-07-17,C040,0.0,0
2025-07-18,C001,29995.03,3
2025-07-18,C002,58533.15,9
2025-07-18,C003,46082.71,5
2025-07-18,C004,21056.44,4
2025-07-18,C005,3526.6499999999996,1
2025-07-18,C006,53589.43,7
2025-07-18,C007,64695.09,6
2025-07-18,C008,12933.800000000001,3
2025-07-18,C009,3076.79,2
2025-07-18,C010,0.0,0
2025-07-18,C011,7967.7,1
2025-07-18,C012,1828.89,1
2025-07-18,C013,17480.93,3
2025-07-18,C014,2399.45,1
2025-07-18,C015,8285.91,2
2025-07-18,C016,12944.279999999999,2
2025-07-18,C017,7425.19,1
2025-07-18,C018,27496.89,2
2025-07-18,C019,0.0,0
2025-07-18,C020,20274.86,3
2025-07-18,C021,14052.84,1
2025-07-18,C022,3248.01,2
2025-07-18,C023,7399.94,1
2025-07-18,C024,13246.67,2
2025-07-18,C025,12970.460000000001,2
2025-07-18,C026,0.0,0
2025-07-18,C027,8643.84,1
2025-07-18,C028,8978.52,1
2025-07-18,C029,0.0,0
2025-07-18,C030,8931.460000000001,1
2025-07-18,C031,0.0,0
2025-07-18,C032,3234.3599999999997,1
2025-07-18,C033,766.74,1
2025-07-18,C034,0.0,0
2025-07-18,C035,6305.62,1
2025-07-18,C036,12206.41,2
2025-07-18,C037,13074.32,1
2025-07-18,C038,10414.33,1
2025-07-18,C039,16538.51,1
2025-07-18,C040,13052.72,2
2025-07-19,C001,27808.449999999997,4
2025-07-19,C002,26645.32,3
2025-07-19,C003,48822.04,6
2025-07-19,C004,27874.28,5
2025-07-19,C005,80047.52,9
2025-07-19,C006,5158.2,2
2025-07-19,C007,16155.06,2
2025-07-19,C008,24203.170000000002,5
2025-07-19,C009,0.0,0
2025-07-19,C010,13413.939999999999,2
2025-07-19,C011,0.0,0
2025-07-19,C012,0.0,0
2025-07-19,C013,37395.31,5
2025-07-19,C014,25251.61,3
2025-07-19,C015,22252.35,4
2025-07-19,C016,16603.88,3
2025-07-19,C017,3675.83,1
2025-07-19,C018,6753.85,1
2025-07-19,C019,0.0,0
2025-07-19,C020,10406.46,2
2025-07-19,C021,17065.48,3
2025-07-19,C022,0.0,0
2025-07-19,C023,0.0,0
2025-07-19,C024,11222.96,2
2025-07-19,C025,5780.290000000001,1
2025-07-19,C026,13122.89,2
2025-07-19,C027,22615.35,3
2025-07-19,C028,23431.67,1
2025-07-19,C029,0.0,0
2025-07-19,C030,0.0,0
2025-07-19,C031,6072.72,1
2025-07-19,C032,2560.3199999999997,1
2025-07-19,C033,0.0,0
2025-07-19,C034,27614.530000000002,3
2025-07-19,C035,0.0,0
2025-07-19,C036,2958.9,1
2025-07-19,C037,7563.9400000000005,1
2025-07-19,C038,17479.239999999998,2
2025-07-19,C039,10887.89,2
2025-07-19,C040,12243.34,2
2025-07-20,C001,14343.779999999999,2
2025-07-20,C002,43330.17,3
2025-07-20,C003,39403.76,5
2025-07-20,C004,39448.76,7
2025-07-20,C005,4640.49,2
2025-07-20,C006,17763.0,3
2025-07-20,C007,28398.75,4
2025-07-20,C008,18020.78,2
2025-07-20,C009,0.0,0
2025-07-20,C010,9040.24,1
2025-07-20,C011,6821.200000000001,1
2025-07-20,C012,20626.83,5
2025-07-20,C013,27775.48,2
2025-07-20,C014,15221.07,2
2025-07-20,C015,0.0,0
2025-07-20,C016,10077.9,2
2025-07-20,C017,26331.420000000002,3
2025-07-20,C018,33119.55,4
2025-07-20,C019,13020.21,2
2025-07-20,C020,3692.54,3
2025-07-20,C021,6878.39,3
2025-07-20,C022,10730.08,2
2025-07-20,C023,765.92,1
2025-07-20,C024,8253.93,1
2025-07-20,C025,0.0,0
2025-07-20,C026,0.0,0
2025-07-20,C027,0.0,0
2025-07-20,C028,0.0,0
2025-07-20,C029,2634.54,1
2025-07-20,C030,0.0,0
2025-07-20,C031,14598.45,3
2025-07-20,C032,0.0,0
2025-07-20,C033,7390.93,2
2025-07-20,C034,2569.64,1
2025-07-20,C035,0.0,0
2025-07-20,C036,27326.52,4
2025-07-20,C037,15631.220000000001,5
2025-07-20,C038,13871.27,2
2025-07-20,C039,9656.640000000001,2
2025-07-20,C040,13378.33,3
2025-07-21,C001,45894.15,5
2025-07-21,C002,13081.88,2
2025-07-21,C003,8178.539999999999,1
2025-07-21,C004,53126.96,5
2025-07-21,C005,39256.22,5
2025-07-21,C006,33782.13,3
2025-07-21,C007,49759.58,4
2025-07-21,C008,39458.759999999995,3
2025-07-21,C009,5768.24,1
2025-07-21,C010,4466.49,1
2025-07-21,C011,0.0,0
2025-07-21,C012,11090.26,2
2025-07-21,C013,6918.110000000001,3
2025-07-21,C014,0.0,0
2025-07-21,C015,24225.59,2
2025-07-21,C016,0.0,0
2025-07-21,C017,0.0,0
2025-07-21,C018,10207.39,1
2025-07-21,C019,13081.86,1
2025-07-21,C020,7813.97,1
2025-07-21,C021,16893.05,3
2025-07-21,C022,8013.089999999999,1
2025-07-21,C023,20176.64,2
2025-07-21,C024,19877.53,2
2025-07-21,C025,0.0,0
2025-07-21,C026,0.0,0
2025-07-21,C027,7487.95,1
2025-07-21,C028,0.0,0
2025-07-21,C029,0.0,0
2025-07-21,C030,0.0,0
2025-07-21,C031,0.0,0
2025-07-21,C032,0.0,0
2025-07-21,C033,0.0,0
2025-07-21,C034,6534.2,1
2025-07-21,C035,6545.95,1
2025-07-21,C036,1561.3,1
2025-07-21,C037,12416.07,2
2025-07-21,C038,8522.31,3
2025-07-21,C039,20326.620000000003,2
2025-07-21,C040,0.0,0
2025-07-22,C001,35590.21,4
2025-07-22,C002,40513.25,5
2025-07-22,C003,76888.53,8
2025-07-22,C004,35831.409999999996,7
2025-07-22,C005,17990.86,3
2025-07-22,C006,16952.649999999998,4
2025-07-22,C007,26800.57,4
2025-07-22,C008,26275.14,6
2025-07-22,C009,0.0,0
2025-07-22,C010,10578.17,3
2025-07-22,C011,0.0,0
2025-07-22,C012,8251.8,2
2025-07-22,C013,11320.169999999998,2
2025-07-22,C014,10406.369999999999,1
2025-07-22,C015,0.0,0
2025-07-22,C016,15352.900000000001,2
2025-07-22,C017,3348.96,2
2025-07-22,C018,0.0,0
2025-07-22,C019,0.0,0
2025-07-22,C020,3063.34,1
2025-07-22,C021,17605.41,4
2025-07-22,C022,0.0,0
2025-07-22,C023,0.0,0
2025-07-22,C024,0.0,0
2025-07-22,C025,18269.739999999998,2
2025-07-22,C026,0.0,0
2025-07-22,C027,0.0,0
2025-07-22,C028,0.0,0
2025-07-22,C029,0.0,0
2025-07-22,C030,2358.44,1
2025-07-22,C031,0.0,0
2025-07-22,C032,0.0,0
2025-07-22,C033,15248.61,2
2025-07-22,C034,1213.53,1
2025-07-22,C035,21150.77,2
2025-07-22,C036,0.0,0
2025-07-22,C037,0.0,0
2025-07-22,C038,4863.05,1
2025-07-22,C039,21567.74,2
2025-07-22,C040,6195.84,2
2025-07-23,C001,24008.79,3
2025-07-23,C002,4010.76,2
2025-07-23,C003,684.71,1
2025-07-23,C004,8430.66,1
2025-07-23,C005,12122.93,2
2025-07-23,C006,2771.14,1
2025-07-23,C007,9674.98,2
2025-07-23,C008,22589.35,2
2025-07-23,C009,10735.06,3
2025-07-23,C010,5631.51,1
2025-07-23,C011,2188.67,1
2025-07-23,C012,28201.030000000002,4
2025-07-23,C013,20997.66,3
2025-07-23,C014,25890.579999999998,5
2025-07-23,C015,0.0,0
2025-07-23,C016,1152.26,1
2025-07-23,C017,15941.189999999999,4
2025-07-23,C018,21654.57,3
2025-07-23,C019,3447.88,1
2025-07-23,C020,9917.53,1
2025-07-23,C021,11780.83,2
2025-07-23,C022,31577.850000000002,6
2025-07-23,C023,12646.69,2
2025-07-23,C024,0.0,0
2025-07-23,C025,0.0,0
2025-07-23,C026,17460.36,2
2025-07-23,C027,0.0,0
2025-07-23,C028,0.0,0
2025-07-23,C029,7120.14,1
2025-07-23,C030,0.0,0
2025-07-23,C031,6196.51,1
2025-07-23,C032,0.0,0
2025-07-23,C033,0.0,0
2025-07-23,C034,0.0,0
2025-07-23,C035,12591.29,2
2025-07-23,C036,0.0,0
2025-07-23,C037,0.0,0
2025-07-23,C038,0.0,0
2025-07-23,C039,0.0,0
2025-07-23,C040,0.0,0
2025-07-24,C001,17872.010000000002,4
2025-07-24,C002,30391.29,4
2025-07-24,C003,6271.85,1
2025-07-24,C004,6355.709999999999,1
2025-07-24,C005,41675.21,7
2025-07-24,C006,11428.49,2
2025-07-24,C007,43990.89,4
2025-07-24,C008,6149.63,1
2025-07-24,C009,0.0,0
2025-07-24,C010,0.0,0
2025-07-24,C011,0.0,0
2025-07-24,C012,3929.38,1
2025-07-24,C013,6196.6,1
2025-07-24,C014,34307.07,4
2025-07-24,C015,0.0,0
2025-07-24,C016,11543.55,2
2025-07-24,C017,5306.89,2
2025-07-24,C018,0.0,0
